檔類	original	zh_tw	來源/備註
GUI97	Battlefield Intelligence	戰場情報	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	First Strike	先發制人	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Resilience	韌性	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Influence	威望	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Fire Discipline	射擊紀律	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Liberator	解放者	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Alpine Training	高山訓練	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	All Weather Combat	全天候戰鬥	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Forest Camouflage	森林偽裝	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Combat Support	戰鬥支援	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Infiltration Tactics	滲透戰術	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Skilled Reconnaissance	熟練偵察	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Reconnaissance Movement	偵察機動	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Skilled Ground Attack	熟練地面攻擊	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Street Fighter	巷戰好手	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Overwhelming Attack	壓倒性攻擊	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Superior Maneuver	優越機動	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Extended Front	延伸戰線	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Ferocious Defender	頑強防禦者	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Overwatch	警戒	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Devastating Fire	毀滅性砲火	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Bridging	架橋	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Shock Tactics	震撼戰術	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Side 1 Turn	第1方回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Side 2 Turn	第2方回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Weather	天氣	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Review Best Careers	檢視最佳戰績	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Enter Password	輸入密碼	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	You have Been Awarded A Prototype Unit	你獲頒一輛原型單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Review Battlefield	檢視戰場	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Overrun Attack!	壓制攻擊!	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Lost Connection With Player	與玩家失去連線	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Lost Session	工作階段中斷	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Increase Prestige Percentage	增加聲望百分比	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Decrease Prestige Percentage	減少聲望百分比	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Player Prestige Modifier	玩家聲望修正	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Computer Player	電腦玩家	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Human Player	真人玩家	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Increase Player Prestige Percentage	增加玩家聲望百分比	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Decrease Player Prestige Percentage	減少玩家聲望百分比	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Player Prestige Setting	玩家聲望設定	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Next	下一步	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Choose Connection	選擇連線方式	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Number Of Players In Game	遊戲玩家人數	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Create Or Join Game	建立或加入遊戲	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Choose Game To Join	選擇要加入的遊戲	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Scenario Time Limit	設定劇本時限	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Time Limit	設定時限	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Enter Scenario Name	輸入劇本名稱	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Starting Scenario Month	設定劇本起始月份	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Starting Scenario Day	設定劇本起始日	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Starting Scenario Year	設定劇本起始年份	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Month	設定月份	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Day	設定日	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Year	設定年份	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Number Of Turns In Scenario	劇本回合總數	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Turns	設定回合數	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Turns Per Day	設定每日回合數	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Number Of Players	設定玩家人數	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set As Side 1	設為第1方	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set As Side 2	設為第2方	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Primary Country	設定主要國家	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set Country	設定國家	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set AI Aggressive	設定電腦AI積極	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Set AI Defensive	設定電腦AI保守	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	No Map Chosen For Scenario	劇本未選擇地圖	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Must Name Scenario	必須命名劇本	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Colonel	上校	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	General	將軍	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Field Marshal	元帥	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	New Equipment Available	有新裝備可用	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	PANZER GENERAL II HOT KEYS	裝甲元帥II 快速鍵	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	FILE FUNCTIONS	檔案功能	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	CTRL-S, Save	CTRL-S,儲存	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	CTRL-L, Load	CTRL-L,載入	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	CTRL-Q, Quit Panzer General II	CTRL-Q,離開裝甲元帥II	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	CTRL-A, Autosave	CTRL-A,自動儲存	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ESC, Exit current menu or screen	ESC,離開目前選單或畫面	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	(If on Start Screen, exits game)	(若在起始畫面,則離開遊戲)	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	MENU FUNCTIONS	選單功能	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	N - Next Unit	N-下一單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	X - Cancel Move	X-取消移動	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	R - Requisition	R-徵用	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	D - Deploy	D-部署	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	F - Field HQ	F-野戰指揮部	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	I - Inspect Unit	I-檢視單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	V - View Unit	V-查看單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	A - Air Mode	A-航空模式	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	S - Strategic Map	S-戰略地圖	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	G - Dossier	G-戰績檔案	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	C - Chat	C-聊天	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	T - Toggle pop-up screen text	T-切換彈出式畫面文字	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	O - Omit selected unit from the	O-將所選單位排除於	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Next unit cycle for that turn	本回合下一單位循環之外	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	P - Previous Unit	P-上一單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	SHIFT-F, Toggle full sceen	SHIFT-F,切換全螢幕	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	SHIFT-R, Replay Turn	SHIFT-R,重播本回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Space - Center on currently selected unit	空白鍵-置中顯示目前所選單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Arrow Keys - Scroll Map	方向鍵-捲動地圖	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ADDITIONAL OPTIONS	附加選項	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	1 - Status Report	1-狀態報告	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	2 - Hot Key List	2-快速鍵清單	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	3 - Sound Effects Toggle	3-音效切換	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	4 - Music Toggle	4-音樂切換	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	5 - 	5- 	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	6 - View Terrain	6-檢視地形	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	7 - Hexes Toggle	7-六角格切換	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	8 - Toggle Unit Strength Boxes	8-切換單位戰力方塊	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	VIEW UNIT FUNCTIONS	檢視單位功能	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ALT-M, Mount - Dismount	ALT-M,上車-下車	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ALT-E, Embark - Disembark	ALT-E,登船-下船	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ALT-S, Supply	ALT-S,補給	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	ALT-R, Replacements	ALT-R,補充兵	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	List Of Hot Keys	快速鍵清單	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Status Report	狀態報告	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Reinforcements have arrived	增援已抵達	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Do You Want Air Transport?	是否需要空運?	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Replay Email Opponent's Turn	重播電子郵件對手回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Play	播放	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Stop	停止	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Fast Forward	快轉	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Rewind	倒轉	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Are you sure you wish to remove this unit?	確定要移除此單位嗎?	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Rename Unit	重新命名單位	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Battle Honors	戰功勳表	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Air Transport Available:	可用空運:	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Sea Transport Available:	可用海運:	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Enter a Game Description	輸入遊戲描述	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Surprised!	遭遇奇襲!	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Out of the sun!	逆光偷襲!	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Surprise Contact!	遭遇突發接觸!	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Done	完成	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Music On-Off	音樂開關	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Sound Effects On-Off	音效開關	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	in	於	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Incorrect Password	密碼錯誤	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Global Prestige	全域聲望	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Quit	離開	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	SHIFT-E, End Turn	SHIFT-E,結束回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	AUTOSAVE SCENARIO	自動儲存劇本	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	AUTOSAVE CAMPAIGN	自動儲存戰役	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Change Commands	變更指令	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Requisition	徵用	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Upgrade	升級	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Last Turn	上一回合	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Failed To Open Session	開啟工作階段失敗	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	1.02	1.02	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
GUI97	Scenario Builder	劇本建立器	自譯(UI/選單/國名/軍語,參考PG/AG/PacGen既有慣例)
MISC	CLEAR	平地	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	CITY	城市	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	AIRFIELD	機場	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	FOREST	森林	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	BOCAGE	灌木籬叢	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	HILL	丘陵	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	MOUNTAIN	山地	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	SAND	沙地	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	SWAMP	沼澤	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	OCEAN	海洋	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	RIVER	河流	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	FORTIFICATION	工事	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	PORT	港口	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	STREAM	溪流	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	ESCARPMENT	峭壁	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	IMPASSABLE RIVER	不可通行河流	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	ROUGH	崎嶇地	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Close Assault	近距強襲	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Assault	強襲	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Experience:	經驗值:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Ammo:	彈藥:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Fuel:	燃料:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Expected Losses:	預估損失:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Attk:	攻擊:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Dfnd:	防禦:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Ent:	壕溝:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
MISC	Remove this Line:	移除此行:	自譯(地形/戰鬥標籤,對齊三部曲既有慣例)
EQUIP97	10.5 leFH 18	10.5 輕榴彈砲	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	100mm	100mm榴彈砲	待查,依上下文推定
EQUIP97	105mm	105mm榴彈砲	待查,依上下文推定
EQUIP97	12.2cm	12.2cm加農砲	沿用慣例,對應12.2cm Gun
EQUIP97	149mm	149mm榴彈砲	待查,義大利149mm榴彈砲
EQUIP97	15 NbWf41	15cm 41年式煙霧發射器	自譯,Nebelwerfer 41火箭砲
EQUIP97	15 sFH 18	15 重榴彈砲	equipment-allied-general.md
EQUIP97	15.2cm	15.2cm加農砲	沿用慣例,對應15.2cm Gun
EQUIP97	150mm	150mm榴彈砲	待查,依上下文推定
EQUIP97	155mm	155mm榴彈砲	待查,依上下文推定
EQUIP97	17 K18	17 加農砲	equipment-allied-general.md
EQUIP97	17 Pdr	17磅反戰車砲	沿用慣例,對應17 Pdr ATG
EQUIP97	2 Pdr	2磅反戰車砲	沿用慣例
EQUIP97	20mm	20mm高射砲	待查,依常見20mm AA推定
EQUIP97	20mm (Q) FlaK	20mm四聯裝高射砲	自譯,Q=Quad四聯裝
EQUIP97	20mm FlaK	20mm高射砲	沿用慣例
EQUIP97	25 Pdr	25磅榴彈砲	沿用慣例,對應25 Pdr Gun
EQUIP97	250/1	250/1半履帶運兵車	沿用慣例,對應SPW 250/1
EQUIP97	251/1	251/1半履帶運兵車	沿用慣例,對應SPW 251/1
EQUIP97	25mm	25mm反戰車砲	待查,依常見25mm ATG推定
EQUIP97	3 inch	3吋高射砲	待查,依上下文推定
EQUIP97	3.7 FlaK	37mm高射砲	沿用慣例,對應3.7 FlaK 36
EQUIP97	3.7 inch	3.7吋高射砲	自譯,QF 3.7吋高射砲
EQUIP97	3.7cm  PaK	37mm反戰車砲	自譯,原文雙空格
EQUIP97	3.7cm PaK	37mm反戰車砲	自譯
EQUIP97	37mm	37mm反戰車砲	待查,依常見37mm ATG推定
EQUIP97	37mm FlaK	37mm高射砲	沿用慣例
EQUIP97	37mm FlaK/IV	37mm高射砲(IV型)	自譯
EQUIP97	40mm	40mm高射砲	待查,依40mm波佛斯高射砲推定
EQUIP97	45mm	45mm反戰車砲	待查,蘇聯45mm標準ATG
EQUIP97	47mm	47mm反戰車砲	待查,同上,依常見47mm ATG推定
EQUIP97	5.5 inch	5.5吋榴彈砲	沿用慣例,對應5.5" Gun
EQUIP97	57mm	57mm反戰車砲	待查,依常見57mm(6磅)ATG推定
EQUIP97	5cm PaK	50mm反戰車砲	沿用慣例,對應5 PaK38
EQUIP97	6 Pdr	6磅反戰車砲	沿用慣例
EQUIP97	65mm	65mm山砲	待查,義大利65/17山砲
EQUIP97	7.2 inch	7.2吋榴彈砲	沿用慣例,對應7.2" Gun
EQUIP97	7.5 leFk 16nA	7.5 步兵砲	equipment-allied-general.md
EQUIP97	7.5cm  PaK	75mm反戰車砲	沿用慣例,原文雙空格
EQUIP97	7.5cm PaK	75mm反戰車砲	沿用慣例,對應7.5 PaK40
EQUIP97	7.62cm	7.62cm反戰車砲	自譯,德軍改裝蘇造F-22(PaK 36(r))
EQUIP97	7.6cm	7.6cm高射砲	沿用慣例,對應ST 7.6cm AD
EQUIP97	75mm	75mm榴彈砲	待查,純數字口徑無法確定確切砲種,依上下文推定
EQUIP97	76.2mm	76.2mm加農砲	待查,蘇聯師屬加農砲
EQUIP97	76mm	76mm加農砲	待查,依上下文推定
EQUIP97	7TP	7TP 輕戰車	glossary_equip.tsv
EQUIP97	8 inch	8吋榴彈砲	自譯,美軍8吋榴彈砲
EQUIP97	8.8cm	88mm加農砲	待查,依上下文推定
EQUIP97	8.8cm PaK	88mm反戰車砲	自譯,8.8cm PaK 43
EQUIP97	88mm FlaK	88mm高射砲	沿用慣例
EQUIP97	88mm FlaK 41	88mm FlaK 41高射砲	自譯
EQUIP97	90mm	90mm高射砲	待查,依常見90mm AA推定
EQUIP97	A-20	A-20浩劫式	沿用慣例,對應A-20 Havoc
EQUIP97	A-26B	A-26B入侵者式	沿用慣例,對應A-26 Invader
EQUIP97	AB-41	AB-41 偵察車	glossary_equip.tsv
EQUIP97	AEC I	AEC I 裝甲車	glossary_equip.tsv
EQUIP97	AEC II	AEC II 裝甲車	glossary_equip.tsv
EQUIP97	AEC III	AEC III 裝甲車	glossary_equip.tsv
EQUIP97	Achilles	阿基里斯式驅逐戰車	自譯,M10 Achilles(17磅砲型),與同名巡洋艦區分
EQUIP97	Alpini	阿爾卑斯山地兵	自譯,義大利山地部隊
EQUIP97	Aquila Class	阿奎拉級航空母艦	自譯
EQUIP97	Australian	澳洲步兵	自譯
EQUIP97	Avia B.534	Avia B.534戰鬥機	自譯,捷克雙翼機(義軍/仆從國使用)
EQUIP97	B-25D	B-25D米切爾	沿用慣例,對應B-25B/H Mitchell
EQUIP97	B-25H	B-25H米切爾	沿用慣例
EQUIP97	B-25J	B-25J米切爾	沿用慣例
EQUIP97	B-26B	B-26B掠奪者	沿用慣例,對應B-26C Marauder
EQUIP97	B-26C	B-26C掠奪者	沿用慣例
EQUIP97	B-26G	B-26G掠奪者	沿用慣例
EQUIP97	B1-bis	B1-bis 重戰車	glossary_equip.tsv
EQUIP97	BA-10	BA-10 輕裝甲車	glossary_equip.tsv
EQUIP97	BA-6	BA-6裝甲車	自譯
EQUIP97	BA-64	BA-64 輕裝甲車	glossary_equip.tsv
EQUIP97	BA.65	BA.65攻擊機	沿用慣例,對應BA65
EQUIP97	BT-5	BT-5 快速戰車	glossary_equip.tsv
EQUIP97	BT-7	BT-7 快速戰車	glossary_equip.tsv
EQUIP97	Baltimore Class	巴爾的摩級重巡洋艦	沿用慣例,對應Baltimore
EQUIP97	Beaufighter	英俊戰士式	glossary_equip.tsv
EQUIP97	Bersagliere	神槍手	沿用慣例,對應IT Bersglri(義神槍手步兵團)
EQUIP97	Bf-109b	Bf-109b戰機	沿用慣例
EQUIP97	Bishop	主教式自走砲	自譯,與Sexton(司事式)同神職命名系列
EQUIP97	Bismarck Class	俾斯麥級戰列艦	沿用慣例,對應Bismarck
EQUIP97	Bren Carrier	布倫運輸車	沿用慣例,對應Bren Ca
EQUIP97	Bridging	造橋工兵	沿用慣例,對應Bridge Eng
EQUIP97	Brigade	步兵旅	自譯,西班牙國際縱隊語境
EQUIP97	Brooklyn Class	布魯克林級輕巡洋艦	沿用慣例,對應Brooklyn
EQUIP97	C-47	C-47 運輸機	glossary_equip.tsv
EQUIP97	CA.311	CA.311偵察機	自譯,Caproni Ca.311
EQUIP97	Canadian	加拿大步兵	自譯
EQUIP97	Cavalry	騎兵	沿用慣例
EQUIP97	Centurion	百夫長式戰車	自譯
EQUIP97	Challenger	挑戰者式驅逐戰車	自譯,A30 Challenger
EQUIP97	Chasseurs	獵兵	自譯,法軍輕步兵
EQUIP97	Churchill III	邱吉爾III式戰車	自譯
EQUIP97	Churchill IV	邱吉爾IV式戰車	自譯
EQUIP97	Coelion	Coelion	待查,不確定對應史實裝備,保留原文
EQUIP97	Comet	Comet 彗星	glossary_equip.tsv
EQUIP97	Commando	突擊隊	自譯
EQUIP97	Condottieri Class	康多提耶里級輕巡洋艦	沿用慣例,對應Condottieri
EQUIP97	Conscript	徵召兵	自譯,蘇軍兵種類別(較Regular次一級)
EQUIP97	County Class	郡級重巡洋艦	自譯
EQUIP97	Cromwell IV	克倫威爾IV式戰車	自譯
EQUIP97	Cromwell VII	克倫威爾VII式戰車	自譯
EQUIP97	Cruiser A13	A13巡航戰車	自譯
EQUIP97	Crusader I	十字軍I式戰車	自譯
EQUIP97	Crusader II	十字軍II式戰車	自譯
EQUIP97	Crusader III	十字軍III式戰車	自譯
EQUIP97	D.520	D.520戰鬥機	自譯,對應D520S
EQUIP97	Daimler	戴姆勒裝甲車	沿用慣例,對應Daimler SC
EQUIP97	Daimler SC	Daimler SC 戴姆勒裝甲車	glossary_equip.tsv
EQUIP97	Do-335	天箭Do-335	沿用慣例,對應DO335
EQUIP97	Dunkerque Class	敦克爾克級戰列艦	自譯,法國戰列艦級別
EQUIP97	Elefant	象式	沿用慣例,對應JPz Elefant
EQUIP97	Engineer	工兵	沿用慣例
