檔類	original	zh_tw	來源/備註
SCENARIO_BRIEF	Superb work, Herr General!  Thanks to your rapid advance across the Meuse, the Allies are in complete disarray.  You have demonstrated the superiority of our tactics over what was once called the world's best army.  We must now push rapidly to the shores of the English Channel and complete the defeat of our enemies.	表現絕佳,將軍閣下!多虧您迅速強渡默茲河,盟軍已陷入全面混亂。您已證明我軍戰術遠勝於那支曾被稱為世界最強的軍隊。我們現在必須火速推進到英吉利海峽岸邊,徹底擊潰敵人。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Ah, Good day, Herr General!  Please sit down  and allow me to explain the present situation.  The Spanish Nationalists have requested the help of Germany to wrest control of Spain from their enemies. In leading this expedition, you will have the opportunity to sharpen your skills in the art of war. You will test the General Staff's new ideas regarding tank use, concentration of force, and combined arms operations.  Your expertise can then be put to work towards the real objective:  the return of Germany to its proper place,  the leader of Europe.	啊,日安,將軍閣下!請坐,容我向您說明目前局勢。西班牙國民軍已請求德國協助,從敵人手中奪回西班牙的控制權。率領這支遠征軍,您將有機會磨練用兵之術。您將測試參謀本部關於戰車運用、兵力集中與諸兵種協同作戰的新構想。屆時,您的專業將能為真正的目標效力:讓德國重返其應有的地位——歐洲的領導者。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have accomplished your mission, but your lack of speed has allowed the enemy armies to escape.  It is possible that the campaign against the British and French could go on as long as the last war.  Herr General, we will, no doubt, call on you again for your services. 	您完成了任務,但行動不夠迅速,讓敵軍主力逃脫。對英法的這場戰役,恐怕會像上一次大戰一樣曠日持久。將軍閣下,我們無疑還會再次借重您的長才。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your failure is beyond comprehension.  The enemy armies have escaped encirclement and already have begun to counterattack.  The General Staff has no need for incompetent commanders.	您的失敗令人費解。敵軍主力已突破包圍,並已開始反攻。參謀本部不需要無能的指揮官。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, following your success at Sedan, your brave men must now capture the port of Dunkirk on the Channel.  Allied forces in Belgium will be trapped if we can secure this harbor.  With the British Army as prisoners, we can dictate peace on our terms.  Of course, the English are aware of this possibility and will fight  furiously to protect their lines of retreat.  Good luck to you. 	好,在色當告捷之後,您麾下的勇士現在必須攻佔海峽邊的敦克爾克港。只要我們拿下這座港口,困在比利時的盟軍就將插翅難逃。俘虜了英國陸軍,我們就能按自己的條件主導和談。當然,英國人也明白這個可能性,必定會拚死力戰,保住他們的退路。祝您好運。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have captured the British Expeditionary Force, and the French have surrendered.  You have achieved a great victory, Herr General. 	您俘獲了英國遠征軍,法國已經投降。您贏得了一場偉大的勝利,將軍閣下。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have achieved a Great Victory, Herr General. You have crippled the British Expeditionary Force, and the French have surrendered. Very good.	您贏得了一場偉大的勝利,將軍閣下。您重創了英國遠征軍,法國已經投降。表現非常好。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have won, Herr General. You have crippled the British Expeditionary Force, and the French have surrendered. Unfortunately, the English continue to resist us even after the loss of their contemptible, little army. Good work. 	您贏了,將軍閣下。您重創了英國遠征軍,法國已經投降。可惜的是,即使英國人那支不堪一擊的小軍隊已經覆滅,他們依然頑抗到底。表現不錯。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, German field commanders are not allowed to fail. Do you understand? I have nothing more to say to you.	將軍閣下,德軍前線指揮官不容許失敗。您明白嗎?我沒有別的話要對您說了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, our forces have stormed ashore on England's beaches only to meet ferocious resistance.  Our drive to capture London has been stalled.  Now, your services are needed to capture Windsor, a vital communications center.  With this rail junction in our hands, London will be cut off from their industrial centers and be forced to surrender.  Good luck, Herr General.	好,我軍已在英國海灘搶灘登陸,卻遭遇猛烈抵抗。我軍進攻倫敦的攻勢已陷入停滯。現在,我們需要您出馬奪取溫莎這個重要的交通樞紐。一旦這個鐵路樞紐落入我軍之手,倫敦將與其工業中心斷絕聯繫,被迫投降。祝您好運,將軍閣下。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations, Herr General!  You have accomplished what has not been done for centuries, the conquest of England.  Now, the English have no choice but to sue for peace.  I can assure you that your name shall be remembered alongside the greatest heroes of our nation.  I salute you, Herr General!	恭喜您,將軍閣下!您完成了數百年來無人辦到的偉業——征服英格蘭。如今,英國人除了求和已別無選擇。我可以向您保證,您的名字將與我國最偉大的英雄一同被世人銘記。向您致敬,將軍閣下!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, you barely accomplished your mission, but the conquest of England is the positive result.  Now, the English will have no choice but to sue for peace.  You have been lucky, Herr General, with this narrow victory.	嗯,您勉強完成了任務,但征服英格蘭終究是個正面的成果。如今,英國人除了求和已別無選擇。將軍閣下,這場險勝算您走運。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations, Herr General!  You have accomplished what has not been done for centuries, the conquest of England.  Now, the English have no choice but to sue for peace.  I can assure you that your name shall be remembered alongside the greatest heroes of our nation.	恭喜您,將軍閣下!您完成了數百年來無人辦到的偉業——征服英格蘭。如今,英國人除了求和已別無選擇。我可以向您保證,您的名字將與我國最偉大的英雄一同被世人銘記。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, it may have been to your advantage to have remained in captivity. This failure was completely unexpected from an officer of your caliber and experience. Your services will no longer be required!	將軍閣下,或許您當初留在戰俘營裡對您還比較有利。以您的能力與經歷,這樣的失敗完全出乎意料。我們不再需要您的服務了!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	My commendations, Herr General!  Under harsh conditions, you have done very well!  Your complete victory has shown that already you have gained valuable experience in this new type of warfare.  In addition, the new pro-German government in Spain will prove to be a useful ally in the coming years.  	向您致敬,將軍閣下!在艱苦條件下,您表現得非常出色!您的全面勝利證明,您已經在這種新型態的戰爭中累積了寶貴的經驗。此外,西班牙新的親德政府,將在未來成為一個有用的盟友。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, your narrow victory has shown that already you have gained some experience in this new type of warfare.  In addition, the new pro-German government in Spain may prove to be a useful ally in the coming years.  	將軍閣下,您這場險勝證明,您已經在這種新型態的戰爭中累積了一些經驗。此外,西班牙新的親德政府,或許會在未來成為一個有用的盟友。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well Herr General, despite harsh conditions, you have done quite well!  Your victory has shown that already you have gained valuable experience in this new type of warfare.  In addition, the new pro-German government in Spain may prove to be a useful ally in the coming years.	嗯,將軍閣下,儘管條件艱苦,您的表現相當出色!您的勝利證明,您已經在這種新型態的戰爭中累積了寶貴的經驗。此外,西班牙新的親德政府,或許會在未來成為一個有用的盟友。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The General Staff has decided that you should lead the attack against the British in North Africa.  Their will to fight has by no means been broken.  If we can push the English out of North Africa, we will gain access to the Suez Canal and the oil-rich Middle East.	參謀本部已決定,由您率軍在北非進攻英軍。他們的鬥志絲毫未見動搖。若我軍能將英國人逐出北非,我們就能打通蘇伊士運河,以及蘊藏豐富石油的中東。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations, Herr General.  Your aggressive leadership has shattered the British forces. Now, we must capture the port of Tobruk, before the English can prepare an effective defense.	恭喜您,將軍閣下。您積極果敢的指揮,已經擊潰了英軍。現在,我們必須搶在英國人完成有效防禦之前,奪取托布魯克港。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your leadership has shattered the British forces.  Congratulations, Herr General.  Now, we must capture the port of Tobruk before the English can prepare an effective defense.	您的指揮擊潰了英軍。恭喜您,將軍閣下。現在,我們必須搶在英國人完成有效防禦之前,奪取托布魯克港。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have pushed the British back, but they have managed to withdraw into their Tobruk fortress.  Unfortunately, we do not have the resources to capture Tobruk at this time.  The war in the desert will continue.  Herr General, you are to return to Germany immediately. 	您把英軍逼退了,但他們還是設法撤入托布魯克要塞。可惜我們目前沒有足夠資源攻下托布魯克。沙漠中的戰事將繼續下去。將軍閣下,您必須立刻返回德國。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Thanks to your feeble efforts, the war in North Africa will continue to drag on.  You will return immediately to Germany to face a court martial. Your replacement here will be Herr General Rommel.  You are dismissed.	多虧您軟弱無力的表現,北非戰事恐將繼續拖延下去。您必須立刻返回德國接受軍事法庭審判。接替您的將是隆美爾將軍。您被免職了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you must quickly crush the defenses of Tobruk and finish what you have so successfully begun.  If Tobruk falls into our hands, the British will never recover.  Now is our chance to drive them into the sea.	將軍閣下,您必須盡快擊潰托布魯克的防禦,完成您已經成功展開的任務。一旦托布魯克落入我軍之手,英軍將再也無法恢復元氣。現在正是我們把他們趕下海的機會。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations!  The General Staff is pleased by your performance.  Egypt and the Middle East lie at our feet. Herr General, you have exceeded all expectations. Your mastery of the art of war continues to dismay our enemies.	恭喜您!參謀本部對您的表現非常滿意。埃及與中東如今已臣服於我們腳下。將軍閣下,您超越了所有人的期望。您精湛的用兵之術,持續讓敵人膽寒。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, The General Staff is pleased by your performance.  Egypt and the Middle East lie at our feet.  Your ability on the battlefield continues to confound our enemies.	嗯,參謀本部對您的表現感到滿意。埃及與中東如今已臣服於我們腳下。您在戰場上的用兵能力,持續讓敵人困惑不已。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well, Herr General, you have managed to take Tobruk after a hard fight, but the English were still able to withdraw and strengthen their forces in Egypt.  Unfortunately, the war in North Africa will continue to drag on, since we lack the resources to sustain a major effort in the desert.  	嗯,將軍閣下,您歷經苦戰終於拿下托布魯克,但英國人還是設法撤退,並在埃及加強了兵力。可惜的是,由於我們缺乏足夠資源在沙漠中維持大規模作戰,北非戰事恐將繼續拖延下去。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you have disgraced the Wehrmacht with your conduct of this battle!  Many here demand your return to Berlin to face a court-martial.  Your services will no longer required.	將軍閣下,您在這場戰役中的表現讓國防軍蒙羞!這裡許多人要求您返回柏林接受軍事法庭審判。我們不再需要您的服務了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Ah, Herr General, I hope you have enjoyed your leave.  As you know, British and Commonwealth  troops have occupied the historic pass at Thermopylae.  You must secure this pass and prevent the escape of the enemy.  The terrain is rugged and difficult for maneuver.   You must act decisively.  	啊,將軍閣下,希望您的休假過得愉快。如您所知,英國與大英國協部隊已佔領歷史悠久的溫泉關隘口。您必須奪取這個關口,阻斷敵軍的退路。當地地形崎嶇,不利機動作戰。您必須當機立斷。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, I must congratulate you on this resounding success.  British and Commonwealth forces have surrendered, and Greek resistance has collapsed.  You handled this difficult assignment with great skill and intelligence.  You will be, no doubt, honored when you return to the fatherland.	將軍閣下,我必須恭喜您這場輝煌的勝利。英國與大英國協部隊已經投降,希臘的抵抗也已瓦解。您以高超的技巧與智慧完成了這項艱鉅任務。您返回祖國時,無疑將受到表彰。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	I am aware that conditions have been harsh, but you have done poorly!  The only positive result is that you and your troops have gained some experience in this new type of armored warfare.   But, the new Spanish government and our other allies have not yet learned to respect our military capabilities which we require!   Herr General, do not disappoint us again.	我知道當地條件艱苦,但您的表現實在不佳!唯一值得一提的成果,是您和部隊在這種新型態的裝甲戰爭中累積了一些經驗。但西班牙新政府與我們其他的盟友,還沒能學會該有的敬意,認清我軍所需要展現的實力!將軍閣下,別再讓我們失望了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The English have withdrawn, and Greek resistance has collapsed.   Your performance has been adequate.  Thank you, Herr General.	英國人已經撤退,希臘的抵抗也已瓦解。您的表現尚可。謝謝您,將軍閣下。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The English have withdrawn, and Greek resistance has collapsed.  Your performance has been excellent, and we will continue to rely on your expertise.  Well done!	英國人已經撤退,希臘的抵抗也已瓦解。您的表現非常出色,我們將繼續倚重您的長才。表現優異!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you have failed.  The British have successfully withdrawn.  We expected more from you.  Dismissed.	將軍閣下,您失敗了。英軍成功撤離。我們原本期望您能有更好的表現。您被免職了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	For far too long, the English based on Malta have interrupted our flow of supplies to North Africa.  You have been selected to lead an elite assault force and subdue this enemy stronghold.  You must secure all the island's harbors and airfields so that our hold on the Mediterranean is secure.	駐守馬爾他的英軍已經干擾我軍運往北非的補給線太久了。您獲選率領一支精銳突擊部隊,拿下這個敵軍據點。您必須奪取島上所有港口與機場,才能確保我軍在地中海的控制權。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your successful capture of Malta has secured our position in the Mediterranean basin.  The English will trouble us no longer, and the entire area is under our control.  You are to be congratulated.  Excellent work!	您成功攻佔馬爾他,鞏固了我軍在地中海盆地的地位。英國人再也無法對我們造成威脅,整個地區都已在我軍掌控之下。您應該受到表揚。表現優異!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your successful capture of Malta has secured our position in the Mediterranean basin.  The English will trouble us no longer, and the entire area is under our control.  You are to be congratulated.	您成功攻佔馬爾他,鞏固了我軍在地中海盆地的地位。英國人再也無法對我們造成威脅,整個地區都已在我軍掌控之下。您應該受到表揚。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your successful capture of Malta has secured our position in the Mediterranean basin.  The English will trouble us no longer, and the entire area is under our control.  Good day, Herr General.	您成功攻佔馬爾他,鞏固了我軍在地中海盆地的地位。英國人再也無法對我們造成威脅,整個地區都已在我軍掌控之下。日安,將軍閣下。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	German field commanders are not allowed to fail.  I have nothing more to say to you.	德軍前線指揮官不容許失敗。我沒有別的話要對您說了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, as you know, Germany has declared war on the Soviet Union.  You have been chosen to play a key role in our drive into southern Russia. You will assist our Romanian Allies in their attempt to reclaim their lost province of Moldavia. The key city in this province is Kishinev, and it is also your primary objective.  Not only is this assignment strategically important, it is politically critical.  The world is watching, Herr General, do not disappoint.	將軍閣下,如您所知,德國已經對蘇聯宣戰。您獲選在我軍南俄攻勢中擔任要角。您將協助羅馬尼亞盟軍,奪回他們失去的摩爾多瓦省。這個省份的核心城市是基希涅夫,也是您的首要目標。這項任務不僅具有重大戰略意義,在政治上更是至關重要。全世界都在看著,將軍閣下,別讓我們失望。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, this victory is worthy of great praise. The southern front is now secure, and, more importantly, the Ukraine with its rich resources is ours.  It is my pleasure to inform you that your request for leave has been granted.  Berlin is beautiful in the summer.  Enjoy yourself.	將軍閣下,這場勝利值得高度讚揚。南線戰線如今已經穩固,更重要的是,資源豐富的烏克蘭已歸我們所有。很高興通知您,您的休假申請已獲批准。柏林的夏天很美,好好享受吧。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you must break through and encircle the enemy along the Polish frontier, exploiting their lack of mobility.  We will send pre-emptive strikes to destroy the Polish air force, therefore no aircraft will impede your advance.  Speed is essential; a successful advance here will allow us to threaten Warsaw from the north and east simultaneously.  In addition, we can welcome our Soviet friends to the key city of Brest-Litovsk on the new German-Soviet border.  The General Staff will not be pleased if it is the Soviets who welcome us instead.	將軍閣下,您必須沿波蘭邊境突破並包圍敵軍,善用他們機動力不足的弱點。我軍將先發制人摧毀波蘭空軍,因此不會有敵機阻礙您的推進。速度至關重要;若能在此順利推進,我軍就能同時從北面與東面威脅華沙。此外,我們還能在德蘇新邊界上的要城布列斯特-立陶夫斯克,迎接我們的蘇聯朋友。倘若反倒是蘇聯人先到,來迎接我們,參謀本部可不會高興。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, Kishinev is secure. German and Romanian troops are occupying the Ukraine.  This victory is worthy of great praise. Soon, you will be needed at Army Group North.  	將軍閣下,基希涅夫已經確保。德軍與羅馬尼亞部隊正佔領烏克蘭。這場勝利值得高度讚揚。很快地,北方集團軍那邊也需要借重您了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, Kishinev is secure. German and Romanian troops are occupying the Ukraine.  This victory is worthy of great praise.  Soon, you will be needed at Army Group North. I am sure that you will do very well.	將軍閣下,基希涅夫已經確保。德軍與羅馬尼亞部隊正佔領烏克蘭。這場勝利值得高度讚揚。很快地,北方集團軍那邊也需要借重您了。我相信您一定能表現優異。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General. Even now, enemy troops are advancing on our position.  Arm yourself with a rifle and seek redemption on the front lines. You may leave at once.	將軍閣下。此刻,敵軍部隊正朝我方陣地推進。拿起步槍,到前線去尋求救贖吧。您現在就可以離開了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General,  it is your privilege to lead our attack here, south of Novgorod, in the Russian heartland.  A successful offensive here will sever communications between Moscow and Leningrad and trap several Soviet armies. It is, of course, imperative to take your objectives quickly.  Our thoughts are with you.	將軍閣下,由您率領我軍在此,諾夫哥羅德以南的俄羅斯腹地發動攻勢,是您的殊榮。若能在此成功發起攻勢,將切斷莫斯科與列寧格勒之間的聯繫,並困住數個蘇軍軍團。當然,必須盡快拿下各項目標。我們的心與您同在。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Excellent. The Bolshevik armies are cut off without hope of relief.  And, even now,  communication between Moscow and Leningrad has been severed.  Leningrad should now fall easily; Moscow will be more problematic.	太好了。布爾什維克各軍團已被切斷,再無獲援的希望。而且此刻,莫斯科與列寧格勒之間的聯繫已被切斷。列寧格勒現在應該不難攻陷;莫斯科則會比較棘手。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	A  good performance, to be sure. The Bolshevik armies are cut off without hope of relief.  And, even now,  communication between Moscow and Leningrad has been severed.  Leningrad should now fall easily; Moscow will be more problematic.	表現確實不錯。布爾什維克各軍團已被切斷,再無獲援的希望。而且此刻,莫斯科與列寧格勒之間的聯繫已被切斷。列寧格勒現在應該不難攻陷;莫斯科則會比較棘手。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you have narrowly achieved your objectives.  Unfortunately, the Soviet armies have been able to withdraw in good order and regroup behind new defensive lines.  You are obviously suffering from combat stress and will be reassigned to oversee the construction of beach defenses in Norway.  Dismissed.	將軍閣下,您勉強達成了目標。可惜蘇軍各部得以有秩序地撤退,並在新的防線後方重新集結。您顯然承受了過度的戰鬥壓力,將被調任監督挪威海岸防禦工事的建造。您被免職了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Colonel Schmidt?  Please, come in.  You have heard the news?  Maybe it is best that he did not return from Novgorod.  After all, the shame of utter defeat would have been too much for him to bear.  A slice of strudel Colonel Schmidt?	施密特上校?請進。您聽說這個消息了嗎?或許他沒能從諾夫哥羅德回來,反倒是件好事。畢竟,徹底戰敗的恥辱,他恐怕承受不起。來塊蘋果捲吧,施密特上校?	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, our drive on Moscow has been quite successful, but enemy resistance continues to stiffen.  You must break through along the Volokolamsk Highway.   There is no doubt; the enemy will commit his toughest units to defend the capital, but we will persevere.	將軍閣下,我軍進逼莫斯科的攻勢相當順利,但敵軍的抵抗卻越來越頑強。您必須沿沃洛科拉姆斯克公路突破防線。毫無疑問,敵人會投入最精銳的部隊死守首都,但我們一定會堅持到底。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, you have exceeded our expectations.  The enemy fought valiantly, but this did not stop you.  And now, the last Bolshevik reserves await your attack.  Defeat them and end this war.	將軍閣下,您超越了我們的期望。敵人英勇作戰,卻無法阻擋您。如今,布爾什維克最後的預備隊正等著您發動攻擊。擊敗他們,結束這場戰爭。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, the enemy fought valiantly, but this did not stop you.  And now, the last Bolshevik reserves await your attack.  Defeat them and end this war.	將軍閣下,敵人英勇作戰,卻無法阻擋您。如今,布爾什維克最後的預備隊正等著您發動攻擊。擊敗他們,結束這場戰爭。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General!  Very good work!  The crisis is over, and the Polish Army has collapsed.  Once you led us past the river, nothing could stop our panzers.  Congratulations.	將軍閣下!表現非常出色!危機已經解除,波蘭陸軍已經崩潰。自從您率我軍渡過河流之後,再也沒有什麼能阻擋我軍的裝甲部隊。恭喜您。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General!  Good work!  The crisis is over, and the Polish Army has collapsed.  Once you led us past the river, nothing could stop our panzers.  Congratulations.	將軍閣下!表現不錯!危機已經解除,波蘭陸軍已經崩潰。自從您率我軍渡過河流之後,再也沒有什麼能阻擋我軍的裝甲部隊。恭喜您。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General,  you narrowly accomplished what was expected of you.  Unfortunately, the Soviets held the Volokolamsk Highway long enough for more troops to arrive.  In addition, heavy snows are now falling.  Our offensive cannot continue under these conditions. Herr General, you are not suited to command at this level.  You will report to the officer training school at Metz. There is an opening for a panzer maintenance instructor.	將軍閣下,您勉強完成了原本對您的期望。可惜蘇軍守住沃洛科拉姆斯克公路的時間夠長,得以調來更多援軍。此外,大雪如今開始降下。在這種條件下,我軍的攻勢已無法繼續。將軍閣下,您並不適合擔任這個層級的指揮官。您將前往梅斯的軍官訓練學校報到。那裡剛好有個裝甲車輛保養教官的職缺。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	This is a bitter defeat. Even now, enemy troops are advancing on our position.  Arm yourself with a rifle and seek redemption on the front lines.  I must leave you now, Herr General. 	這是一場慘痛的失敗。此刻,敵軍部隊正朝我方陣地推進。拿起步槍,到前線去尋求救贖吧。我得先離開了,將軍閣下。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well,  Herr General, a bold stroke from the city of Klin to Fedoroloka will close the ring on Moscow. If we can drive through to this point, the enemy capital will surely be ours.  Good luck!	嗯,將軍閣下,從克林城向費多羅洛卡發動大膽一擊,將能合攏莫斯科的包圍圈。若我軍能突進到這一點,敵國首都必定落入我軍之手。祝您好運!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Superb  performance, Herr General! The Bolsheviks have fled to Siberia and sued for peace. You have helped accomplish what Napoleon could not -  the conquest of Russia!  Our panzers rumble through Red Square, and our troops sleep in the Kremlin!  Your reputation in war is unparalleled.	表現卓越,將軍閣下!布爾什維克已逃往西伯利亞並請求和談。您協助達成了拿破崙未能完成的偉業——征服俄羅斯!我軍的裝甲車隆隆駛過紅場,我軍的士兵在克里姆林宮裡過夜!您的戰爭聲譽舉世無雙。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Superb  performance, Herr General! The Bolsheviks have fled to Siberia and sued for peace. You have helped accomplish what Napoleon could not -  the conquest of Russia.  Our panzers rumble through Red Square, and our troops sleep in the Kremlin!  	表現卓越,將軍閣下!布爾什維克已逃往西伯利亞並請求和談。您協助達成了拿破崙未能完成的偉業——征服俄羅斯。我軍的裝甲車隆隆駛過紅場,我軍的士兵在克里姆林宮裡過夜!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, though able to achieve some limited success, you did not show the initiative demanded of German field commanders.  You were expected to do more than merely follow orders. The Bolsheviks still defy us.	將軍閣下,雖然您取得了一些有限的成果,卻沒有展現出德軍前線指揮官應有的主動精神。我們期望您做的,不僅僅是按命令行事而已。布爾什維克依然在頑抗。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, German field commanders are not allowed to fail. Do you understand?  I have nothing more to say to you.	將軍閣下,德軍前線指揮官不容許失敗。您明白嗎?我沒有別的話要對您說了。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
